Olivia;366
Emma;360
Ella;341
Leah;328
Sofie;323
Nora;322
Sofia;298
Maja;297
Alma;288
Ada;287
Selma;265
Astrid;262
Frida;258
Iben;258
Sara;254
Ellinor;249
Ingrid;249
Mia;246
Hedda;243
Aurora;241
Emilie;236
Amalie;226
Anna;226
Eva;220
Vilde;210
Mathilde;197
Hennie;196
Ellie;195
Hanna;194
Tiril;192
Linnea;188
Jenny;187
Hedvig;184
Lilly;183
Tuva;176
Ida;169
Amelia;162
Amanda;149
Thea;148
Luna;146
Josefine;143
Sigrid;142
Solveig;139
Live;131
Mie;130
Oline;128
Saga;128
Sonja;128
Julie;127
Ylva;126
